Timestamp,CPU(%),Mem Heap(b/s),Mem Nonheap(b/s),Net I(b/s),Net O(b/s),Disk io(%),Disk read(kB/s),Disk write(kB/s)
2023-12-03 03:03:00,0.13373453694427434,1411638.7555555555,0,766.9333333333333,10898.666666666666,0.33333333333336174,0,124791.46666666666
2023-12-03 03:04:00,12.537815126048882,466033.77777777775,0,216407.46666666667,745914.6666666666,0.26663111585121413,0,68257.56565791227
2023-12-03 03:05:00,8.15015218126467,466033.77777777775,327.1111111111111,142329.06666666668,494332.8,0.0666666666666534,0,1092.2666666666667
2023-12-03 03:06:00,8.164642375169334,466033.77777777775,45.511111111111106,142470.4,494229.86666666664,0,0,0
2023-12-03 03:07:00,0.10040160642560425,466033.77777777775,17.066666666666663,717.8666666666667,10842.133333333333,0,0,0
2023-12-03 03:08:00,0.26746907388827185,466033.77777777775,199.1111111111111,745.6,10899.2,0.06666666666670078,0,819.2
2023-12-03 03:09:00,0.1003344481606373,466033.77777777775,0,745.6,10853.333333333334,0.06666666666670078,0,819.2
2023-12-03 03:10:00,0.6354515050165149,1433339.3777777776,73.95555555555555,745.6,10843.2,0.06668000266718685,0,819.3638727745549
2023-12-03 03:11:00,0.167224080267486,466033.77777777775,0,717.8666666666667,10839.466666666667,0,0,0
2023-12-03 03:12:00,0.33467202141901603,489335.4666666666,338.4888888888888,745.6,10864.533333333333,0,0,0
2023-12-03 03:13:00,0.10040160642564025,1369107.5555555555,0,845.8666666666667,11141.866666666667,0.3999999999999678,0,125883.73333333334
2023-12-03 03:14:00,0.06691201070589509,466033.77777777775,0,809.6,10896,0.06666666666670078,0,546.1333333333333
2023-12-03 03:15:00,0.10033444816049483,466033.77777777775,0,677.3333333333334,10883.733333333334,0.33333333333336174,0,134348.8
2023-12-03 03:16:00,8.503515232674715,466033.77777777775,0,134484.26666666666,464055.4666666667,0.0666666666666534,0,273.06666666666666
2023-12-03 03:17:00,4.640215198385923,466033.77777777775,0,73496,257740.26666666666,0,0,0
2023-12-03 03:18:00,8.950720750922967,466033.77777777775,0,144061.33333333334,497491.2,0,0,0
2023-12-03 03:19:00,0.13377926421417632,466033.77777777775,0,745.6,10929.6,0.06667555674088553,0,819.3092412321644
2023-12-03 03:20:00,10.582719356998743,1246595.022222222,0,181419.2,626762.6666666666,0.0666666666666534,0,819.2
2023-12-03 03:21:00,0.10040160642580652,466033.77777777775,0,717.8666666666667,10844.8,0.0666577789627917,0,273.0302626316491
2023-12-03 03:22:00,5.085312813649592,466033.77777777775,54.04444444444444,70892.8,249579.73333333334,0,0,0
2023-12-03 03:23:00,10.37512673200385,466033.77777777775,0,196009.6,674464,0.1333333333333068,0,819.2
2023-12-03 03:24:00,4.571428571428877,466033.77777777775,537.5999999999999,74570.13333333333,262288,0.06666666666670078,0,273.06666666666666
2023-12-03 03:25:00,0.16711229946515047,466033.77777777775,0,717.8666666666667,10844.266666666666,0.2666133439978614,0,117941.21175764847
2023-12-03 03:26:00,0.26746907388830143,466033.77777777775,0,717.8666666666667,10841.6,0.06665777896283906,0,273.0302626316491
2023-12-03 03:27:00,0.06693440428374788,1366685.6888888888,0,717.8666666666667,10840,0.3999999999999678,0,133529.6
2023-12-03 03:28:00,0.1672800267647821,466033.77777777775,494.9333333333333,717.8666666666667,10934.4,0,0,0
2023-12-03 03:29:00,0.13373453694407264,466033.77777777775,0,717.8666666666667,10838.4,0.2666133439978614,0,124220.48923548624
2023-12-03 03:30:00,0.602006688962871,1325511.2888888887,0,717.8666666666667,10886.4,0.0666666666666534,0,819.2
2023-12-03 03:31:00,0.06691201070606137,466033.77777777775,0,717.8666666666667,10832,0.3333333333333144,0,138717.86666666667
2023-12-03 03:32:00,0.20060180541632538,466033.77777777775,0,745.6,10826.133333333333,0,0,0
2023-12-03 03:33:00,0.06693440428379167,1297907.5555555555,49.06666666666666,717.8666666666667,10837.866666666667,0,0,0
2023-12-03 03:34:00,9.030323225591538,466033.77777777775,190.57777777777775,143931.2,497203.73333333334,0,0,0
2023-12-03 03:35:00,8.012170385395544,466033.77777777775,0,149148.8,515983.4666666667,0.33333333333336174,0,123426.13333333333
2023-12-03 03:36:00,4.857621440536055,466033.77777777775,0,74065.6,259892.26666666666,0.06665333599945351,0,819.0361927614478
2023-12-03 03:37:00,8.883674153536575,466033.77777777775,76.8,149254.4,514435.73333333334,0.06665333599945351,0,1092.0482570152635
2023-12-03 03:38:00,9.61857379767835,466033.77777777775,48.35555555555555,147387.73333333334,506956.26666666666,0.13333333333335418,0,819.2
2023-12-03 03:39:00,2.8724114896463684,466033.77777777775,45.511111111111106,41084.26666666667,147373.86666666667,0,0,0
2023-12-03 03:40:00,9.027081243730287,1246679.111111111,28.444444444444443,147979.2,507350.93333333335,0,0,0
2023-12-03 03:41:00,4.127516778523669,466033.77777777775,0,65417.066666666666,228519.46666666667,0,0,0
2023-12-03 03:42:00,2.0313020313016956,466033.77777777775,17.066666666666663,20931.733333333334,79836.26666666666,0.0666666666666534,0,819.2
2023-12-03 03:43:00,0.13377926421394645,466033.77777777775,28.444444444444443,773.3333333333334,10871.466666666667,0.0666666666666534,0,819.2
2023-12-03 03:44:00,0.20046775810251358,466033.77777777775,0,741.3333333333334,10861.333333333334,0.0666577789627917,0,819.0907878949473
2023-12-03 03:45:00,0.13373453694406826,466033.77777777775,99.55555555555554,739.2,10842.133333333333,0.06665333599945351,0,819.0361927614478
2023-12-03 03:46:00,0.26746907388818597,466033.77777777775,0,739.2,10912.533333333333,0,0,0
2023-12-03 03:47:00,0.1671681711801234,1365846.7555555555,22.755555555555553,717.8666666666667,10825.6,0,0,0
2023-12-03 03:48:00,0.13382402141175215,466033.77777777775,28.444444444444443,717.8666666666667,10829.866666666667,0,0,0
